"Observation station","Year","Month","Day","Time [Local time]","Direct solar radiation mean [W/m2]"
"Helsinki Kumpula","2021","6","17","00:00","407.2"
"Helsinki Kumpula","2021","6","18","00:00","472.7"
"Helsinki Kumpula","2021","6","19","00:00","461.8"
"Helsinki Kumpula","2021","6","20","00:00","379.5"
"Helsinki Kumpula","2021","6","21","00:00","340.7"
"Helsinki Kumpula","2021","6","22","00:00","314.3"
"Helsinki Kumpula","2021","6","23","00:00","193"
"Helsinki Kumpula","2021","6","24","00:00","84.1"
"Helsinki Kumpula","2021","6","25","00:00","145.8"
"Helsinki Kumpula","2021","6","26","00:00","414.2"
"Helsinki Kumpula","2021","6","27","00:00","196.4"
"Helsinki Kumpula","2021","6","28","00:00","420.8"
"Helsinki Kumpula","2021","6","29","00:00","537.1"
"Helsinki Kumpula","2021","6","30","00:00","228.6"
"Helsinki Kumpula","2021","7","1","00:00","284.6"
"Helsinki Kumpula","2021","7","2","00:00","393.4"
"Helsinki Kumpula","2021","7","3","00:00","539.4"
"Helsinki Kumpula","2021","7","4","00:00","542.9"
"Helsinki Kumpula","2021","7","5","00:00","419.2"
"Helsinki Kumpula","2021","7","6","00:00","113.1"
"Helsinki Kumpula","2021","7","7","00:00","238.9"
"Helsinki Kumpula","2021","7","8","00:00","99.3"
"Helsinki Kumpula","2021","7","9","00:00","122.1"
"Helsinki Kumpula","2021","7","10","00:00","300.2"
"Helsinki Kumpula","2021","7","11","00:00","455.5"
"Helsinki Kumpula","2021","7","12","00:00","421.8"
"Helsinki Kumpula","2021","7","13","00:00","363.6"
"Helsinki Kumpula","2021","7","14","00:00","430.5"
"Helsinki Kumpula","2021","7","15","00:00","362.6"
"Helsinki Kumpula","2021","7","16","00:00","274.7"
"Helsinki Kumpula","2021","7","17","00:00","452.9"
"Helsinki Kumpula","2021","7","18","00:00","320.6"
"Helsinki Kumpula","2021","7","19","00:00","335.5"
"Helsinki Kumpula","2021","7","20","00:00","137"
"Helsinki Kumpula","2021","7","21","00:00","362.8"
"Helsinki Kumpula","2021","7","22","00:00","255.3"
"Helsinki Kumpula","2021","7","23","00:00","231.1"
"Helsinki Kumpula","2021","7","24","00:00","388.8"
"Helsinki Kumpula","2021","7","25","00:00","434.6"
"Helsinki Kumpula","2021","7","26","00:00","429.9"
"Helsinki Kumpula","2021","7","27","00:00","410.6"
"Helsinki Kumpula","2021","7","28","00:00","70.3"
"Helsinki Kumpula","2021","7","29","00:00","309.7"
"Helsinki Kumpula","2021","7","30","00:00","101.5"
"Helsinki Kumpula","2021","7","31","00:00","150.6"
"Helsinki Kumpula","2021","8","1","00:00","275"
"Helsinki Kumpula","2021","8","2","00:00","139.5"
"Helsinki Kumpula","2021","8","3","00:00","81.4"
"Helsinki Kumpula","2021","8","4","00:00","247.4"
"Helsinki Kumpula","2021","8","5","00:00","425.5"
"Helsinki Kumpula","2021","8","6","00:00","446.2"
"Helsinki Kumpula","2021","8","7","00:00","46.2"
"Helsinki Kumpula","2021","8","8","00:00","76.1"
"Helsinki Kumpula","2021","8","9","00:00","64.4"
"Helsinki Kumpula","2021","8","10","00:00","177.6"
"Helsinki Kumpula","2021","8","11","00:00","145.8"
"Helsinki Kumpula","2021","8","12","00:00","78.9"
"Helsinki Kumpula","2021","8","13","00:00","327.7"
"Helsinki Kumpula","2021","8","14","00:00","166.1"
"Helsinki Kumpula","2021","8","15","00:00","131.4"
"Helsinki Kumpula","2021","8","16","00:00","207.4"
"Helsinki Kumpula","2021","8","17","00:00","18.1"
"Helsinki Kumpula","2021","8","18","00:00","34.9"
"Helsinki Kumpula","2021","8","19","00:00","71.2"
"Helsinki Kumpula","2021","8","20","00:00","259.2"
"Helsinki Kumpula","2021","8","21","00:00","137.3"
"Helsinki Kumpula","2021","8","22","00:00","106.3"
"Helsinki Kumpula","2021","8","23","00:00","91.4"
"Helsinki Kumpula","2021","8","24","00:00","112.3"
"Helsinki Kumpula","2021","8","25","00:00","-0.1"
"Helsinki Kumpula","2021","8","26","00:00","0.5"
"Helsinki Kumpula","2021","8","27","00:00","0.2"
"Helsinki Kumpula","2021","8","28","00:00","83.9"
"Helsinki Kumpula","2021","8","29","00:00","118.1"
"Helsinki Kumpula","2021","8","30","00:00","324.2"
"Helsinki Kumpula","2021","8","31","00:00","337.7"
"Helsinki Kumpula","2021","9","1","00:00","256"
"Helsinki Kumpula","2021","9","2","00:00","199.9"
"Helsinki Kumpula","2021","9","3","00:00","201.3"
"Helsinki Kumpula","2021","9","4","00:00","258.6"
"Helsinki Kumpula","2021","9","5","00:00","107.4"
"Helsinki Kumpula","2021","9","6","00:00","87.8"
"Helsinki Kumpula","2021","9","7","00:00","34.7"
"Helsinki Kumpula","2021","9","8","00:00","27.3"
"Helsinki Kumpula","2021","9","9","00:00","141.1"
"Helsinki Kumpula","2021","9","10","00:00","319.1"
"Helsinki Kumpula","2021","9","11","00:00","1.4"
"Helsinki Kumpula","2021","9","12","00:00","0.2"
"Helsinki Kumpula","2021","9","13","00:00","213.8"
"Helsinki Kumpula","2021","9","14","00:00","209.7"
"Helsinki Kumpula","2021","9","15","00:00","114.9"
"Helsinki Kumpula","2021","9","16","00:00","78.9"
"Helsinki Kumpula","2021","9","17","00:00","68.1"
"Helsinki Kumpula","2021","9","18","00:00","35.4"
"Helsinki Kumpula","2021","9","19","00:00","43.1"
"Helsinki Kumpula","2021","9","20","00:00","87.1"
"Helsinki Kumpula","2021","9","21","00:00","28.8"
"Helsinki Kumpula","2021","9","22","00:00","185.4"
"Helsinki Kumpula","2021","9","23","00:00","13.9"
"Helsinki Kumpula","2021","9","24","00:00","0"
"Helsinki Kumpula","2021","9","25","00:00","24.2"
"Helsinki Kumpula","2021","9","26","00:00","327.7"
"Helsinki Kumpula","2021","9","27","00:00","303.2"
"Helsinki Kumpula","2021","9","28","00:00","14.5"
"Helsinki Kumpula","2021","9","29","00:00","0.1"
"Helsinki Kumpula","2021","9","30","00:00","7.6"
"Helsinki Kumpula","2021","10","1","00:00","0.3"
"Helsinki Kumpula","2021","10","2","00:00","86"
"Helsinki Kumpula","2021","10","3","00:00","180.5"
"Helsinki Kumpula","2021","10","4","00:00","77.7"
"Helsinki Kumpula","2021","10","5","00:00","0.2"
"Helsinki Kumpula","2021","10","6","00:00","78"
"Helsinki Kumpula","2021","10","7","00:00","25.9"
"Helsinki Kumpula","2021","10","8","00:00","4.3"
"Helsinki Kumpula","2021","10","9","00:00","0.8"
"Helsinki Kumpula","2021","10","10","00:00","0.4"
"Helsinki Kumpula","2021","10","11","00:00","25.9"
"Helsinki Kumpula","2021","10","12","00:00","19.5"
"Helsinki Kumpula","2021","10","13","00:00","18.5"
"Helsinki Kumpula","2021","10","14","00:00","117.2"
"Helsinki Kumpula","2021","10","15","00:00","-0.1"
"Helsinki Kumpula","2021","10","16","00:00","198.7"
"Helsinki Kumpula","2021","10","17","00:00","228.1"
"Helsinki Kumpula","2021","10","18","00:00","74"
"Helsinki Kumpula","2021","10","19","00:00","210.6"
"Helsinki Kumpula","2021","10","20","00:00","0.1"
"Helsinki Kumpula","2021","10","21","00:00","40.9"
"Helsinki Kumpula","2021","10","22","00:00","-0.1"
"Helsinki Kumpula","2021","10","23","00:00","3.5"
"Helsinki Kumpula","2021","10","24","00:00","37.1"
"Helsinki Kumpula","2021","10","25","00:00","7.9"
"Helsinki Kumpula","2021","10","26","00:00","0.2"
"Helsinki Kumpula","2021","10","27","00:00","3"
"Helsinki Kumpula","2021","10","28","00:00","20.6"
"Helsinki Kumpula","2021","10","29","00:00","0.1"
"Helsinki Kumpula","2021","10","30","00:00","0.5"
"Helsinki Kumpula","2021","10","31","00:00","2.3"
"Helsinki Kumpula","2021","11","1","00:00","38.3"
"Helsinki Kumpula","2021","11","2","00:00","99.8"
"Helsinki Kumpula","2021","11","3","00:00","-0.1"
"Helsinki Kumpula","2021","11","4","00:00","21.2"
"Helsinki Kumpula","2021","11","5","00:00","0"
"Helsinki Kumpula","2021","11","6","00:00","47.4"
"Helsinki Kumpula","2021","11","7","00:00","0.1"
"Helsinki Kumpula","2021","11","8","00:00","75.9"
"Helsinki Kumpula","2021","11","9","00:00","35.6"
"Helsinki Kumpula","2021","11","10","00:00","0.2"
"Helsinki Kumpula","2021","11","11","00:00","79.8"
"Helsinki Kumpula","2021","11","12","00:00","13"
"Helsinki Kumpula","2021","11","13","00:00","2.7"
"Helsinki Kumpula","2021","11","14","00:00","156.5"
"Helsinki Kumpula","2021","11","15","00:00","5.4"
"Helsinki Kumpula","2021","11","16","00:00","0"
"Helsinki Kumpula","2021","11","17","00:00","0"
"Helsinki Kumpula","2021","11","18","00:00","3.6"
"Helsinki Kumpula","2021","11","19","00:00","0.6"
"Helsinki Kumpula","2021","11","20","00:00","39.8"
"Helsinki Kumpula","2021","11","21","00:00","3.2"
"Helsinki Kumpula","2021","11","22","00:00","95.7"
"Helsinki Kumpula","2021","11","23","00:00","0.6"
"Helsinki Kumpula","2021","11","24","00:00","47.2"
"Helsinki Kumpula","2021","11","25","00:00","0.9"
"Helsinki Kumpula","2021","11","26","00:00","37.8"
"Helsinki Kumpula","2021","11","27","00:00","25.9"
"Helsinki Kumpula","2021","11","28","00:00","1"
"Helsinki Kumpula","2021","11","29","00:00","0.9"
"Helsinki Kumpula","2021","11","30","00:00","65.7"
"Helsinki Kumpula","2021","12","1","00:00","11.9"
"Helsinki Kumpula","2021","12","2","00:00","11.1"
"Helsinki Kumpula","2021","12","3","00:00","-0.5"
"Helsinki Kumpula","2021","12","4","00:00","-1"
"Helsinki Kumpula","2021","12","5","00:00","93.3"
"Helsinki Kumpula","2021","12","6","00:00","1"
"Helsinki Kumpula","2021","12","7","00:00","46.7"
"Helsinki Kumpula","2021","12","8","00:00","33"
"Helsinki Kumpula","2021","12","9","00:00","0.5"
"Helsinki Kumpula","2021","12","10","00:00","0.1"
"Helsinki Kumpula","2021","12","11","00:00","0"
"Helsinki Kumpula","2021","12","12","00:00","0.8"
"Helsinki Kumpula","2021","12","13","00:00","0.5"
"Helsinki Kumpula","2021","12","14","00:00","0.3"
"Helsinki Kumpula","2021","12","15","00:00","0.4"
"Helsinki Kumpula","2021","12","16","00:00","15.8"
"Helsinki Kumpula","2021","12","17","00:00","80.6"
"Helsinki Kumpula","2021","12","18","00:00","0.5"
"Helsinki Kumpula","2021","12","19","00:00","-0.4"
"Helsinki Kumpula","2021","12","20","00:00","61.7"
"Helsinki Kumpula","2021","12","21","00:00","77"
"Helsinki Kumpula","2021","12","22","00:00","-0.6"
"Helsinki Kumpula","2021","12","23","00:00","0.6"
"Helsinki Kumpula","2021","12","24","00:00","32.2"
"Helsinki Kumpula","2021","12","25","00:00","2.2"
"Helsinki Kumpula","2021","12","26","00:00","62.6"
"Helsinki Kumpula","2021","12","27","00:00","48.6"
"Helsinki Kumpula","2021","12","28","00:00","0"
"Helsinki Kumpula","2021","12","29","00:00","-0.3"
"Helsinki Kumpula","2021","12","30","00:00","0.6"
"Helsinki Kumpula","2021","12","31","00:00","3.6"
"Helsinki Kumpula","2022","1","1","00:00","99.5"
"Helsinki Kumpula","2022","1","2","00:00","0.6"
"Helsinki Kumpula","2022","1","3","00:00","0.2"
"Helsinki Kumpula","2022","1","4","00:00","0.4"
"Helsinki Kumpula","2022","1","5","00:00","2.8"
"Helsinki Kumpula","2022","1","6","00:00","0.9"
"Helsinki Kumpula","2022","1","7","00:00","1.2"
"Helsinki Kumpula","2022","1","8","00:00","0.6"
"Helsinki Kumpula","2022","1","9","00:00","0.2"
"Helsinki Kumpula","2022","1","10","00:00","116.7"
"Helsinki Kumpula","2022","1","11","00:00","1.3"
"Helsinki Kumpula","2022","1","12","00:00","0.5"
"Helsinki Kumpula","2022","1","13","00:00","74.5"
"Helsinki Kumpula","2022","1","14","00:00","28.6"
"Helsinki Kumpula","2022","1","15","00:00","117"
"Helsinki Kumpula","2022","1","16","00:00","1.8"
"Helsinki Kumpula","2022","1","17","00:00","84"
"Helsinki Kumpula","2022","1","18","00:00","12.4"
"Helsinki Kumpula","2022","1","19","00:00","0.5"
"Helsinki Kumpula","2022","1","20","00:00","0"
"Helsinki Kumpula","2022","1","21","00:00","0.2"
"Helsinki Kumpula","2022","1","22","00:00","46.9"
"Helsinki Kumpula","2022","1","23","00:00","0.8"
"Helsinki Kumpula","2022","1","24","00:00","0.3"
"Helsinki Kumpula","2022","1","25","00:00","144.3"
"Helsinki Kumpula","2022","1","26","00:00","0.6"
"Helsinki Kumpula","2022","1","27","00:00","0.4"
"Helsinki Kumpula","2022","1","28","00:00","0.3"
"Helsinki Kumpula","2022","1","29","00:00","0.6"
"Helsinki Kumpula","2022","1","30","00:00","0.1"
"Helsinki Kumpula","2022","1","31","00:00","0.4"
"Helsinki Kumpula","2022","2","1","00:00","0.8"
"Helsinki Kumpula","2022","2","2","00:00","1"
"Helsinki Kumpula","2022","2","3","00:00","21.8"
"Helsinki Kumpula","2022","2","4","00:00","1.1"
"Helsinki Kumpula","2022","2","5","00:00","0.2"
"Helsinki Kumpula","2022","2","6","00:00","0.3"
"Helsinki Kumpula","2022","2","7","00:00","0.6"
"Helsinki Kumpula","2022","2","8","00:00","0.9"
"Helsinki Kumpula","2022","2","9","00:00","54"
"Helsinki Kumpula","2022","2","10","00:00","89.5"
"Helsinki Kumpula","2022","2","11","00:00","181.9"
"Helsinki Kumpula","2022","2","12","00:00","123.4"
"Helsinki Kumpula","2022","2","13","00:00","0.3"
"Helsinki Kumpula","2022","2","14","00:00","0.3"
"Helsinki Kumpula","2022","2","15","00:00","0.5"
"Helsinki Kumpula","2022","2","16","00:00","6.9"
"Helsinki Kumpula","2022","2","17","00:00","0.1"
"Helsinki Kumpula","2022","2","18","00:00","20"
"Helsinki Kumpula","2022","2","19","00:00","0.3"
"Helsinki Kumpula","2022","2","20","00:00","45.2"
"Helsinki Kumpula","2022","2","21","00:00","1"
"Helsinki Kumpula","2022","2","22","00:00","0.2"
"Helsinki Kumpula","2022","2","23","00:00","1.4"
"Helsinki Kumpula","2022","2","24","00:00","0.5"
"Helsinki Kumpula","2022","2","25","00:00","0.1"
"Helsinki Kumpula","2022","2","26","00:00","280.2"
"Helsinki Kumpula","2022","2","27","00:00","185.2"
"Helsinki Kumpula","2022","2","28","00:00","279.5"
"Helsinki Kumpula","2022","3","1","00:00","283.5"
"Helsinki Kumpula","2022","3","2","00:00","47.4"
"Helsinki Kumpula","2022","3","3","00:00","241.8"
"Helsinki Kumpula","2022","3","4","00:00","288.8"
"Helsinki Kumpula","2022","3","5","00:00","246.4"
"Helsinki Kumpula","2022","3","6","00:00","277.6"
"Helsinki Kumpula","2022","3","7","00:00","3"
"Helsinki Kumpula","2022","3","8","00:00","0.3"
"Helsinki Kumpula","2022","3","9","00:00","129.8"
"Helsinki Kumpula","2022","3","10","00:00","147"
