"Observation station","Year","Month","Day","Time [Local time]","Direct solar radiation mean [W/m2]"
"Helsinki Kumpula","2016","6","17","00:00","140.9"
"Helsinki Kumpula","2016","6","18","00:00","1"
"Helsinki Kumpula","2016","6","19","00:00","21.7"
"Helsinki Kumpula","2016","6","20","00:00","305.2"
"Helsinki Kumpula","2016","6","21","00:00","386.6"
"Helsinki Kumpula","2016","6","22","00:00","321.7"
"Helsinki Kumpula","2016","6","23","00:00","81"
"Helsinki Kumpula","2016","6","24","00:00","16.7"
"Helsinki Kumpula","2016","6","25","00:00","243.6"
"Helsinki Kumpula","2016","6","26","00:00","194.6"
"Helsinki Kumpula","2016","6","27","00:00","0.5"
"Helsinki Kumpula","2016","6","28","00:00","375"
"Helsinki Kumpula","2016","6","29","00:00","424.9"
"Helsinki Kumpula","2016","6","30","00:00","191.5"
"Helsinki Kumpula","2016","7","1","00:00","411.3"
"Helsinki Kumpula","2016","7","2","00:00","299.8"
"Helsinki Kumpula","2016","7","3","00:00","23.6"
"Helsinki Kumpula","2016","7","4","00:00","8.8"
"Helsinki Kumpula","2016","7","5","00:00","19.3"
"Helsinki Kumpula","2016","7","6","00:00","179.9"
"Helsinki Kumpula","2016","7","7","00:00","0.2"
"Helsinki Kumpula","2016","7","8","00:00","85.3"
"Helsinki Kumpula","2016","7","9","00:00","417.9"
"Helsinki Kumpula","2016","7","10","00:00","120"
"Helsinki Kumpula","2016","7","11","00:00","52.4"
"Helsinki Kumpula","2016","7","12","00:00","330.6"
"Helsinki Kumpula","2016","7","13","00:00","363.6"
"Helsinki Kumpula","2016","7","14","00:00","436.9"
"Helsinki Kumpula","2016","7","15","00:00","0.8"
"Helsinki Kumpula","2016","7","16","00:00","212.6"
"Helsinki Kumpula","2016","7","17","00:00","83.8"
"Helsinki Kumpula","2016","7","18","00:00","238.6"
"Helsinki Kumpula","2016","7","19","00:00","498"
"Helsinki Kumpula","2016","7","20","00:00","323.8"
"Helsinki Kumpula","2016","7","21","00:00","69.4"
"Helsinki Kumpula","2016","7","22","00:00","0.7"
"Helsinki Kumpula","2016","7","23","00:00","1.9"
"Helsinki Kumpula","2016","7","24","00:00","200.4"
"Helsinki Kumpula","2016","7","25","00:00","350.4"
"Helsinki Kumpula","2016","7","26","00:00","367.5"
"Helsinki Kumpula","2016","7","27","00:00","375.1"
"Helsinki Kumpula","2016","7","28","00:00","172.5"
"Helsinki Kumpula","2016","7","29","00:00","172.5"
"Helsinki Kumpula","2016","7","30","00:00","309.2"
"Helsinki Kumpula","2016","7","31","00:00","202.6"
"Helsinki Kumpula","2016","8","1","00:00","50.3"
"Helsinki Kumpula","2016","8","2","00:00","338"
"Helsinki Kumpula","2016","8","3","00:00","389.2"
"Helsinki Kumpula","2016","8","4","00:00","54.8"
"Helsinki Kumpula","2016","8","5","00:00","49.3"
"Helsinki Kumpula","2016","8","6","00:00","88.4"
"Helsinki Kumpula","2016","8","7","00:00","61.4"
"Helsinki Kumpula","2016","8","8","00:00","157.6"
"Helsinki Kumpula","2016","8","9","00:00","183.7"
"Helsinki Kumpula","2016","8","10","00:00","144.5"
"Helsinki Kumpula","2016","8","11","00:00","265"
"Helsinki Kumpula","2016","8","12","00:00","368.3"
"Helsinki Kumpula","2016","8","13","00:00","42.8"
"Helsinki Kumpula","2016","8","14","00:00","156.6"
"Helsinki Kumpula","2016","8","15","00:00","205.8"
"Helsinki Kumpula","2016","8","16","00:00","0.4"
"Helsinki Kumpula","2016","8","17","00:00","118.7"
"Helsinki Kumpula","2016","8","18","00:00","12.8"
"Helsinki Kumpula","2016","8","19","00:00","199.7"
"Helsinki Kumpula","2016","8","20","00:00","379.3"
"Helsinki Kumpula","2016","8","21","00:00","137.6"
"Helsinki Kumpula","2016","8","22","00:00","11.7"
"Helsinki Kumpula","2016","8","23","00:00","195.2"
"Helsinki Kumpula","2016","8","24","00:00","78.4"
"Helsinki Kumpula","2016","8","25","00:00","31.1"
"Helsinki Kumpula","2016","8","26","00:00","8.3"
"Helsinki Kumpula","2016","8","27","00:00","342.1"
"Helsinki Kumpula","2016","8","28","00:00","182.9"
"Helsinki Kumpula","2016","8","29","00:00","0.5"
"Helsinki Kumpula","2016","8","30","00:00","98"
"Helsinki Kumpula","2016","8","31","00:00","320.6"
"Helsinki Kumpula","2016","9","1","00:00","105.2"
"Helsinki Kumpula","2016","9","2","00:00","253.5"
"Helsinki Kumpula","2016","9","3","00:00","45.5"
"Helsinki Kumpula","2016","9","4","00:00","254.6"
"Helsinki Kumpula","2016","9","5","00:00","165.7"
"Helsinki Kumpula","2016","9","6","00:00","233.5"
"Helsinki Kumpula","2016","9","7","00:00","208.8"
"Helsinki Kumpula","2016","9","8","00:00","399.7"
"Helsinki Kumpula","2016","9","9","00:00","323.3"
"Helsinki Kumpula","2016","9","10","00:00","86.7"
"Helsinki Kumpula","2016","9","11","00:00","161.9"
"Helsinki Kumpula","2016","9","12","00:00","241.1"
"Helsinki Kumpula","2016","9","13","00:00","366.9"
"Helsinki Kumpula","2016","9","14","00:00","383"
"Helsinki Kumpula","2016","9","15","00:00","8.5"
"Helsinki Kumpula","2016","9","16","00:00","173.1"
"Helsinki Kumpula","2016","9","17","00:00","2.8"
"Helsinki Kumpula","2016","9","18","00:00","203.2"
"Helsinki Kumpula","2016","9","19","00:00","27.6"
"Helsinki Kumpula","2016","9","20","00:00","288"
"Helsinki Kumpula","2016","9","21","00:00","299.6"
"Helsinki Kumpula","2016","9","22","00:00","90.1"
"Helsinki Kumpula","2016","9","23","00:00","24.1"
"Helsinki Kumpula","2016","9","24","00:00","6.4"
"Helsinki Kumpula","2016","9","25","00:00","15.1"
"Helsinki Kumpula","2016","9","26","00:00","53"
"Helsinki Kumpula","2016","9","27","00:00","109.2"
"Helsinki Kumpula","2016","9","28","00:00","1.5"
"Helsinki Kumpula","2016","9","29","00:00","8.8"
"Helsinki Kumpula","2016","9","30","00:00","105.8"
"Helsinki Kumpula","2016","10","1","00:00","236.7"
"Helsinki Kumpula","2016","10","2","00:00","185.6"
"Helsinki Kumpula","2016","10","3","00:00","303.9"
"Helsinki Kumpula","2016","10","4","00:00","184.1"
"Helsinki Kumpula","2016","10","5","00:00","254.7"
"Helsinki Kumpula","2016","10","6","00:00","212.1"
"Helsinki Kumpula","2016","10","7","00:00","233.7"
"Helsinki Kumpula","2016","10","8","00:00","158.6"
"Helsinki Kumpula","2016","10","9","00:00","-0.1"
"Helsinki Kumpula","2016","10","10","00:00","27.3"
"Helsinki Kumpula","2016","10","11","00:00","0.2"
"Helsinki Kumpula","2016","10","12","00:00","0.3"
"Helsinki Kumpula","2016","10","13","00:00","13.4"
"Helsinki Kumpula","2016","10","14","00:00","0.5"
"Helsinki Kumpula","2016","10","15","00:00","0.7"
"Helsinki Kumpula","2016","10","16","00:00","36.2"
"Helsinki Kumpula","2016","10","17","00:00","0.3"
"Helsinki Kumpula","2016","10","18","00:00","123.5"
"Helsinki Kumpula","2016","10","19","00:00","209.9"
"Helsinki Kumpula","2016","10","20","00:00","44.7"
"Helsinki Kumpula","2016","10","21","00:00","0"
"Helsinki Kumpula","2016","10","22","00:00","0"
"Helsinki Kumpula","2016","10","23","00:00","1.2"
"Helsinki Kumpula","2016","10","24","00:00","-0.3"
"Helsinki Kumpula","2016","10","25","00:00","-0.1"
"Helsinki Kumpula","2016","10","26","00:00","0.5"
"Helsinki Kumpula","2016","10","27","00:00","0.9"
"Helsinki Kumpula","2016","10","28","00:00","1"
"Helsinki Kumpula","2016","10","29","00:00","2.5"
"Helsinki Kumpula","2016","10","30","00:00","0.3"
"Helsinki Kumpula","2016","10","31","00:00","3.8"
"Helsinki Kumpula","2016","11","1","00:00","0.3"
"Helsinki Kumpula","2016","11","2","00:00","0.1"
"Helsinki Kumpula","2016","11","3","00:00","68.9"
"Helsinki Kumpula","2016","11","4","00:00","9.8"
"Helsinki Kumpula","2016","11","5","00:00","32.4"
"Helsinki Kumpula","2016","11","6","00:00","0.3"
"Helsinki Kumpula","2016","11","7","00:00","0.1"
"Helsinki Kumpula","2016","11","8","00:00","0.3"
"Helsinki Kumpula","2016","11","9","00:00","0.4"
"Helsinki Kumpula","2016","11","10","00:00","0.3"
"Helsinki Kumpula","2016","11","11","00:00","126.3"
"Helsinki Kumpula","2016","11","12","00:00","1.1"
"Helsinki Kumpula","2016","11","13","00:00","0.6"
"Helsinki Kumpula","2016","11","14","00:00","1.5"
"Helsinki Kumpula","2016","11","15","00:00","0.4"
"Helsinki Kumpula","2016","11","16","00:00","1"
"Helsinki Kumpula","2016","11","17","00:00","1.2"
"Helsinki Kumpula","2016","11","18","00:00","0.6"
"Helsinki Kumpula","2016","11","19","00:00","42.6"
"Helsinki Kumpula","2016","11","20","00:00","1.5"
"Helsinki Kumpula","2016","11","21","00:00","0.8"
"Helsinki Kumpula","2016","11","22","00:00","0.7"
"Helsinki Kumpula","2016","11","23","00:00","0.9"
"Helsinki Kumpula","2016","11","24","00:00","2.2"
"Helsinki Kumpula","2016","11","25","00:00","6.1"
"Helsinki Kumpula","2016","11","26","00:00","13.6"
"Helsinki Kumpula","2016","11","27","00:00","0.6"
"Helsinki Kumpula","2016","11","28","00:00","84.9"
"Helsinki Kumpula","2016","11","29","00:00","113.1"
"Helsinki Kumpula","2016","11","30","00:00","20.9"
"Helsinki Kumpula","2016","12","1","00:00","53.2"
"Helsinki Kumpula","2016","12","2","00:00","0.6"
"Helsinki Kumpula","2016","12","3","00:00","1"
"Helsinki Kumpula","2016","12","4","00:00","85.3"
"Helsinki Kumpula","2016","12","5","00:00","32.3"
"Helsinki Kumpula","2016","12","6","00:00","103.9"
"Helsinki Kumpula","2016","12","7","00:00","1.5"
"Helsinki Kumpula","2016","12","8","00:00","1.5"
"Helsinki Kumpula","2016","12","9","00:00","0.8"
"Helsinki Kumpula","2016","12","10","00:00","42.5"
"Helsinki Kumpula","2016","12","11","00:00","58.1"
"Helsinki Kumpula","2016","12","12","00:00","13.2"
"Helsinki Kumpula","2016","12","13","00:00","7.6"
"Helsinki Kumpula","2016","12","14","00:00","0.8"
"Helsinki Kumpula","2016","12","15","00:00","1"
"Helsinki Kumpula","2016","12","16","00:00","86.3"
"Helsinki Kumpula","2016","12","17","00:00","1"
"Helsinki Kumpula","2016","12","18","00:00","1.1"
"Helsinki Kumpula","2016","12","19","00:00","1"
"Helsinki Kumpula","2016","12","20","00:00","1.3"
"Helsinki Kumpula","2016","12","21","00:00","0.5"
"Helsinki Kumpula","2016","12","22","00:00","0.3"
"Helsinki Kumpula","2016","12","23","00:00","9.3"
"Helsinki Kumpula","2016","12","24","00:00","0.9"
"Helsinki Kumpula","2016","12","25","00:00","0.4"
"Helsinki Kumpula","2016","12","26","00:00","25.2"
"Helsinki Kumpula","2016","12","27","00:00","45.8"
"Helsinki Kumpula","2016","12","28","00:00","96.2"
"Helsinki Kumpula","2016","12","29","00:00","0.4"
"Helsinki Kumpula","2016","12","30","00:00","0.2"
"Helsinki Kumpula","2016","12","31","00:00","0.1"
"Helsinki Kumpula","2017","1","1","00:00","0.1"
"Helsinki Kumpula","2017","1","2","00:00","0.5"
"Helsinki Kumpula","2017","1","3","00:00","-"
"-","2017","1","4","00:00","-"
"Helsinki Kumpula","2017","1","5","00:00","103.5"
"Helsinki Kumpula","2017","1","6","00:00","111.4"
"Helsinki Kumpula","2017","1","7","00:00","0.7"
"Helsinki Kumpula","2017","1","8","00:00","1.1"
"Helsinki Kumpula","2017","1","9","00:00","0.8"
"Helsinki Kumpula","2017","1","10","00:00","0.9"
"Helsinki Kumpula","2017","1","11","00:00","0.1"
"Helsinki Kumpula","2017","1","12","00:00","0.3"
"Helsinki Kumpula","2017","1","13","00:00","1.1"
"Helsinki Kumpula","2017","1","14","00:00","0.5"
"Helsinki Kumpula","2017","1","15","00:00","0.4"
"Helsinki Kumpula","2017","1","16","00:00","0.9"
"Helsinki Kumpula","2017","1","17","00:00","0.9"
"Helsinki Kumpula","2017","1","18","00:00","1"
"Helsinki Kumpula","2017","1","19","00:00","7.8"
"Helsinki Kumpula","2017","1","20","00:00","7"
"Helsinki Kumpula","2017","1","21","00:00","63.9"
"Helsinki Kumpula","2017","1","22","00:00","56.8"
"Helsinki Kumpula","2017","1","23","00:00","0.8"
"Helsinki Kumpula","2017","1","24","00:00","72.6"
"Helsinki Kumpula","2017","1","25","00:00","2.4"
"Helsinki Kumpula","2017","1","26","00:00","1.3"
"Helsinki Kumpula","2017","1","27","00:00","140.5"
"Helsinki Kumpula","2017","1","28","00:00","1.2"
"Helsinki Kumpula","2017","1","29","00:00","1.1"
"Helsinki Kumpula","2017","1","30","00:00","1.6"
"Helsinki Kumpula","2017","1","31","00:00","2"
"Helsinki Kumpula","2017","2","1","00:00","0.8"
"Helsinki Kumpula","2017","2","2","00:00","1.5"
"Helsinki Kumpula","2017","2","3","00:00","1.6"
"Helsinki Kumpula","2017","2","4","00:00","1.7"
"Helsinki Kumpula","2017","2","5","00:00","1.1"
"Helsinki Kumpula","2017","2","6","00:00","71.4"
"Helsinki Kumpula","2017","2","7","00:00","160.3"
"Helsinki Kumpula","2017","2","8","00:00","221.5"
"Helsinki Kumpula","2017","2","9","00:00","106.4"
"Helsinki Kumpula","2017","2","10","00:00","77.4"
"Helsinki Kumpula","2017","2","11","00:00","1.2"
"Helsinki Kumpula","2017","2","12","00:00","46.7"
"Helsinki Kumpula","2017","2","13","00:00","88.7"
"Helsinki Kumpula","2017","2","14","00:00","207.1"
"Helsinki Kumpula","2017","2","15","00:00","129.4"
"Helsinki Kumpula","2017","2","16","00:00","5"
"Helsinki Kumpula","2017","2","17","00:00","1.7"
"Helsinki Kumpula","2017","2","18","00:00","95.3"
"Helsinki Kumpula","2017","2","19","00:00","1.1"
"Helsinki Kumpula","2017","2","20","00:00","0.5"
"Helsinki Kumpula","2017","2","21","00:00","179.5"
"Helsinki Kumpula","2017","2","22","00:00","3.9"
"Helsinki Kumpula","2017","2","23","00:00","6.7"
"Helsinki Kumpula","2017","2","24","00:00","112.5"
"Helsinki Kumpula","2017","2","25","00:00","95.2"
"Helsinki Kumpula","2017","2","26","00:00","1.2"
"Helsinki Kumpula","2017","2","27","00:00","1.1"
"Helsinki Kumpula","2017","2","28","00:00","1.9"
"Helsinki Kumpula","2017","3","1","00:00","1.2"
"Helsinki Kumpula","2017","3","2","00:00","1.6"
"Helsinki Kumpula","2017","3","3","00:00","1.4"
"Helsinki Kumpula","2017","3","4","00:00","4.1"
"Helsinki Kumpula","2017","3","5","00:00","261.1"
"Helsinki Kumpula","2017","3","6","00:00","300.8"
"Helsinki Kumpula","2017","3","7","00:00","0.4"
"Helsinki Kumpula","2017","3","8","00:00","0.9"
"Helsinki Kumpula","2017","3","9","00:00","0.9"
"Helsinki Kumpula","2017","3","10","00:00","35.1"
