"Observation station","Year","Month","Day","Time [Local time]","Direct solar radiation mean [W/m2]"
"Helsinki Kumpula","2017","8","28","00:00","95.5"
"Helsinki Kumpula","2017","8","29","00:00","120.3"
"Helsinki Kumpula","2017","8","30","00:00","25.2"
"Helsinki Kumpula","2017","8","31","00:00","0.7"
"Helsinki Kumpula","2017","9","1","00:00","75"
"Helsinki Kumpula","2017","9","2","00:00","6.2"
"Helsinki Kumpula","2017","9","3","00:00","92.3"
"Helsinki Kumpula","2017","9","4","00:00","197"
"Helsinki Kumpula","2017","9","5","00:00","154.6"
"Helsinki Kumpula","2017","9","6","00:00","104.5"
"Helsinki Kumpula","2017","9","7","00:00","0.3"
"Helsinki Kumpula","2017","9","8","00:00","5.5"
"Helsinki Kumpula","2017","9","9","00:00","0.4"
"Helsinki Kumpula","2017","9","10","00:00","0.9"
"Helsinki Kumpula","2017","9","11","00:00","156.3"
"Helsinki Kumpula","2017","9","12","00:00","46.9"
"Helsinki Kumpula","2017","9","13","00:00","149.6"
"Helsinki Kumpula","2017","9","14","00:00","18.3"
"Helsinki Kumpula","2017","9","15","00:00","88.2"
"Helsinki Kumpula","2017","9","16","00:00","100.2"
"Helsinki Kumpula","2017","9","17","00:00","291.4"
"Helsinki Kumpula","2017","9","18","00:00","49.5"
"Helsinki Kumpula","2017","9","19","00:00","10.5"
"Helsinki Kumpula","2017","9","20","00:00","19.5"
"Helsinki Kumpula","2017","9","21","00:00","6.9"
"Helsinki Kumpula","2017","9","22","00:00","2.1"
"Helsinki Kumpula","2017","9","23","00:00","156.4"
"Helsinki Kumpula","2017","9","24","00:00","271.3"
"Helsinki Kumpula","2017","9","25","00:00","191.7"
"Helsinki Kumpula","2017","9","26","00:00","0.9"
"Helsinki Kumpula","2017","9","27","00:00","65.2"
"Helsinki Kumpula","2017","9","28","00:00","70.1"
"Helsinki Kumpula","2017","9","29","00:00","235.2"
"Helsinki Kumpula","2017","9","30","00:00","0.2"
"Helsinki Kumpula","2017","10","1","00:00","0.4"
"Helsinki Kumpula","2017","10","2","00:00","0"
"Helsinki Kumpula","2017","10","3","00:00","0.4"
"Helsinki Kumpula","2017","10","4","00:00","54.7"
"Helsinki Kumpula","2017","10","5","00:00","0.6"
"Helsinki Kumpula","2017","10","6","00:00","7.5"
"Helsinki Kumpula","2017","10","7","00:00","4.7"
"Helsinki Kumpula","2017","10","8","00:00","0.8"
"Helsinki Kumpula","2017","10","9","00:00","0.9"
"Helsinki Kumpula","2017","10","10","00:00","0.9"
"Helsinki Kumpula","2017","10","11","00:00","2.6"
"Helsinki Kumpula","2017","10","12","00:00","8.5"
"Helsinki Kumpula","2017","10","13","00:00","98"
"Helsinki Kumpula","2017","10","14","00:00","0.6"
"Helsinki Kumpula","2017","10","15","00:00","128"
"Helsinki Kumpula","2017","10","16","00:00","10.8"
"Helsinki Kumpula","2017","10","17","00:00","2.8"
"Helsinki Kumpula","2017","10","18","00:00","40.7"
"Helsinki Kumpula","2017","10","19","00:00","167.1"
"Helsinki Kumpula","2017","10","20","00:00","216.1"
"Helsinki Kumpula","2017","10","21","00:00","105.6"
"Helsinki Kumpula","2017","10","22","00:00","87.6"
"Helsinki Kumpula","2017","10","23","00:00","184.9"
"Helsinki Kumpula","2017","10","24","00:00","1.8"
"Helsinki Kumpula","2017","10","25","00:00","105.9"
"Helsinki Kumpula","2017","10","26","00:00","0.6"
"Helsinki Kumpula","2017","10","27","00:00","0.9"
"Helsinki Kumpula","2017","10","28","00:00","1"
"Helsinki Kumpula","2017","10","29","00:00","1"
"Helsinki Kumpula","2017","10","30","00:00","0.7"
"Helsinki Kumpula","2017","10","31","00:00","214.4"
"Helsinki Kumpula","2017","11","1","00:00","0.9"
"Helsinki Kumpula","2017","11","2","00:00","46.2"
"Helsinki Kumpula","2017","11","3","00:00","98.1"
"Helsinki Kumpula","2017","11","4","00:00","24.1"
"Helsinki Kumpula","2017","11","5","00:00","0.2"
"Helsinki Kumpula","2017","11","6","00:00","0.3"
"Helsinki Kumpula","2017","11","7","00:00","165.4"
"Helsinki Kumpula","2017","11","8","00:00","7.6"
"Helsinki Kumpula","2017","11","9","00:00","0.4"
"Helsinki Kumpula","2017","11","10","00:00","30.5"
"Helsinki Kumpula","2017","11","11","00:00","0.6"
"Helsinki Kumpula","2017","11","12","00:00","1.2"
"Helsinki Kumpula","2017","11","13","00:00","3.7"
"Helsinki Kumpula","2017","11","14","00:00","12.1"
"Helsinki Kumpula","2017","11","15","00:00","24"
"Helsinki Kumpula","2017","11","16","00:00","28.5"
"Helsinki Kumpula","2017","11","17","00:00","27.5"
"Helsinki Kumpula","2017","11","18","00:00","0.6"
"Helsinki Kumpula","2017","11","19","00:00","0.9"
"Helsinki Kumpula","2017","11","20","00:00","1"
"Helsinki Kumpula","2017","11","21","00:00","0.9"
"Helsinki Kumpula","2017","11","22","00:00","0.7"
"Helsinki Kumpula","2017","11","23","00:00","0.4"
"Helsinki Kumpula","2017","11","24","00:00","0.9"
"Helsinki Kumpula","2017","11","25","00:00","10.9"
"Helsinki Kumpula","2017","11","26","00:00","1.3"
"Helsinki Kumpula","2017","11","27","00:00","0.7"
"Helsinki Kumpula","2017","11","28","00:00","0.8"
"Helsinki Kumpula","2017","11","29","00:00","1.1"
"Helsinki Kumpula","2017","11","30","00:00","1.1"
"Helsinki Kumpula","2017","12","1","00:00","0.8"
"Helsinki Kumpula","2017","12","2","00:00","17"
"Helsinki Kumpula","2017","12","3","00:00","1"
"Helsinki Kumpula","2017","12","4","00:00","1.7"
"Helsinki Kumpula","2017","12","5","00:00","13.6"
"Helsinki Kumpula","2017","12","6","00:00","15.7"
"Helsinki Kumpula","2017","12","7","00:00","0.8"
"Helsinki Kumpula","2017","12","8","00:00","1.3"
"Helsinki Kumpula","2017","12","9","00:00","3.5"
"Helsinki Kumpula","2017","12","10","00:00","0.1"
"Helsinki Kumpula","2017","12","11","00:00","0.2"
"Helsinki Kumpula","2017","12","12","00:00","1.1"
"Helsinki Kumpula","2017","12","13","00:00","77.8"
"Helsinki Kumpula","2017","12","14","00:00","31.1"
"Helsinki Kumpula","2017","12","15","00:00","1.1"
"Helsinki Kumpula","2017","12","16","00:00","1"
"Helsinki Kumpula","2017","12","17","00:00","1"
"Helsinki Kumpula","2017","12","18","00:00","7.6"
"Helsinki Kumpula","2017","12","19","00:00","1.3"
"Helsinki Kumpula","2017","12","20","00:00","0.5"
"Helsinki Kumpula","2017","12","21","00:00","1.5"
"Helsinki Kumpula","2017","12","22","00:00","22"
"Helsinki Kumpula","2017","12","23","00:00","0.9"
"Helsinki Kumpula","2017","12","24","00:00","80.2"
"Helsinki Kumpula","2017","12","25","00:00","24"
"Helsinki Kumpula","2017","12","26","00:00","1.3"
"Helsinki Kumpula","2017","12","27","00:00","1.4"
"Helsinki Kumpula","2017","12","28","00:00","0.6"
"Helsinki Kumpula","2017","12","29","00:00","1"
"Helsinki Kumpula","2017","12","30","00:00","2.4"
"Helsinki Kumpula","2017","12","31","00:00","12.2"
"Helsinki Kumpula","2018","1","1","00:00","0.9"
"Helsinki Kumpula","2018","1","2","00:00","0.8"
"Helsinki Kumpula","2018","1","3","00:00","0.3"
"Helsinki Kumpula","2018","1","4","00:00","0.4"
"Helsinki Kumpula","2018","1","5","00:00","0.9"
"Helsinki Kumpula","2018","1","6","00:00","0.9"
"Helsinki Kumpula","2018","1","7","00:00","93"
"Helsinki Kumpula","2018","1","8","00:00","101.2"
"Helsinki Kumpula","2018","1","9","00:00","39.6"
"Helsinki Kumpula","2018","1","10","00:00","0.9"
"Helsinki Kumpula","2018","1","11","00:00","0.5"
"Helsinki Kumpula","2018","1","12","00:00","1.4"
"Helsinki Kumpula","2018","1","13","00:00","0.6"
"Helsinki Kumpula","2018","1","14","00:00","37.5"
"Helsinki Kumpula","2018","1","15","00:00","0.3"
"Helsinki Kumpula","2018","1","16","00:00","61.4"
"Helsinki Kumpula","2018","1","17","00:00","0.2"
"Helsinki Kumpula","2018","1","18","00:00","0.4"
"Helsinki Kumpula","2018","1","19","00:00","0.8"
"Helsinki Kumpula","2018","1","20","00:00","0.8"
"Helsinki Kumpula","2018","1","21","00:00","0.7"
"Helsinki Kumpula","2018","1","22","00:00","0.9"
"Helsinki Kumpula","2018","1","23","00:00","1.2"
"Helsinki Kumpula","2018","1","24","00:00","0.6"
"Helsinki Kumpula","2018","1","25","00:00","1.1"
"Helsinki Kumpula","2018","1","26","00:00","1"
"Helsinki Kumpula","2018","1","27","00:00","1"
"Helsinki Kumpula","2018","1","28","00:00","1.1"
"Helsinki Kumpula","2018","1","29","00:00","0.9"
"Helsinki Kumpula","2018","1","30","00:00","0.7"
"Helsinki Kumpula","2018","1","31","00:00","54.4"
"Helsinki Kumpula","2018","2","1","00:00","1"
"Helsinki Kumpula","2018","2","2","00:00","1.2"
"Helsinki Kumpula","2018","2","3","00:00","0.3"
"Helsinki Kumpula","2018","2","4","00:00","151.6"
"Helsinki Kumpula","2018","2","5","00:00","185"
"Helsinki Kumpula","2018","2","6","00:00","0.6"
"Helsinki Kumpula","2018","2","7","00:00","1.8"
"Helsinki Kumpula","2018","2","8","00:00","2.8"
"Helsinki Kumpula","2018","2","9","00:00","0.7"
"Helsinki Kumpula","2018","2","10","00:00","0.7"
"Helsinki Kumpula","2018","2","11","00:00","0.7"
"Helsinki Kumpula","2018","2","12","00:00","0.7"
"Helsinki Kumpula","2018","2","13","00:00","0.6"
"Helsinki Kumpula","2018","2","14","00:00","0.6"
"Helsinki Kumpula","2018","2","15","00:00","22.5"
"Helsinki Kumpula","2018","2","16","00:00","0.5"
"Helsinki Kumpula","2018","2","17","00:00","95.2"
"Helsinki Kumpula","2018","2","18","00:00","91.4"
"Helsinki Kumpula","2018","2","19","00:00","45.7"
"Helsinki Kumpula","2018","2","20","00:00","249.6"
"Helsinki Kumpula","2018","2","21","00:00","206.2"
"Helsinki Kumpula","2018","2","22","00:00","257.3"
"Helsinki Kumpula","2018","2","23","00:00","93.5"
"Helsinki Kumpula","2018","2","24","00:00","264.2"
"Helsinki Kumpula","2018","2","25","00:00","89.8"
"Helsinki Kumpula","2018","2","26","00:00","114.8"
"Helsinki Kumpula","2018","2","27","00:00","194.1"
"Helsinki Kumpula","2018","2","28","00:00","272.6"
"Helsinki Kumpula","2018","3","1","00:00","288.3"
"Helsinki Kumpula","2018","3","2","00:00","268.6"
"Helsinki Kumpula","2018","3","3","00:00","23"
"Helsinki Kumpula","2018","3","4","00:00","174.5"
"Helsinki Kumpula","2018","3","5","00:00","83.6"
"Helsinki Kumpula","2018","3","6","00:00","59.9"
"Helsinki Kumpula","2018","3","7","00:00","257.3"
"Helsinki Kumpula","2018","3","8","00:00","0.7"
"Helsinki Kumpula","2018","3","9","00:00","0.9"
"Helsinki Kumpula","2018","3","10","00:00","0.9"
